CÓDIGO PERSONA;EMPRESA;EDAD;SEXO;"ACTIVO/ CESADO 
(Data 07/12)";SEGMENTO;SEGMENTO_PERSONAL;CATEGORÍA_PERSONAL;POSICIÓN;UO3;UO2;NACIONAL/ EXTRANJERO;AGRUPADOR;EVENTO DE APRENDIZAJE;FECHA DE INICIO;FECHA DE TÉRMINO;MES DE INICIO;TOTAL HORAS POR PERSONA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSIÓN PERCAPITA (US$);DOCENTE/INSTITUCIÓN;ASISTENCIA
6528281;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;GTE;GERENTE MESA DE NEGOCIACION;MESA DE NEGOCIACION;DIVISION INVERSIONES;Nacional;LEARNING;Otros;24/06/2020;25/08/2020;6;56;56;NEGOCIO;VIRTUAL; 3,380 ;Northwestern Kellogg;ASISTIÓ
6501438;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE PRODUCTO VIDA Y VAS;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;Nacional;LEARNING;Otros;25/06/2020;18/08/2020;6;56;56;NEGOCIO;VIRTUAL; 3,380 ;Northwestern Kellogg;ASISTIÓ
6540550;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DISEÑO DE EXPERIENCIA;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;Extranjero;LEARNING;Otros;21/07/2020;30/10/2020;7;72;72;DATA ANALYTICS;VIRTUAL; 2,048 ;Harvard Business School;ASISTIÓ
6537073;Rimac Seguros y Reasegrs;40;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;TRIBE LEAD;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;Extranjero;LEARNING;Otros;16/07/2020;18/11/2020;7;96;96;LIDERAZGO;VIRTUAL; 4,680 ;Wharton University of Pennsylvania;ASISTIÓ
6542232;Rimac Seguros y Reasegrs;41;Femenino;ACTIVO;Gerente Corporativo;GERENCIAL;GTE;TRIBE LEAD;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;Extranjero;LEARNING;Otros;23/07/2020;23/08/2020;7;20;20;NEGOCIO;VIRTUAL; 191 ;Escuela de Seguros de Chile;ASISTIÓ
6541600;Rimac Seguros y Reasegrs;51;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE DE COBRANZAS;COBRANZAS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Otros;13/07/2020;15/01/2021;7;360;330;NEGOCIO;VIRTUAL; 757 ;Escuela Virtual de Seguros;ASISTIÓ
6529542;Rimac Seguros y Reasegrs;45;Femenino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE BUSINESS PARTNER Y COMPENSACION;BUSINESS PARTNER Y COMPENSACIONES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;1/07/2020;30/09/2020;7;52;52;LIDERAZGO;VIRTUAL; 1,706 ;BERLITZ CENTERS DEL PERU;ASISTIÓ
6502077;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE GEST COMPENSACIONES Y ADMIN;BUSINESS PARTNER Y COMPENSACIONES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;48;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6502217;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE PRODUCTO;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6507311;Rimac Seguros y Reasegrs;36;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE RAMOS TECNICOS;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6531681;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;PRODUCT OWNER;PROYECTO PAKTA;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6532229;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;LIDER TRANSFORMACION AGIL;OFICINA TRANSFORMACION AGIL;TRANSFORMACION AGIL;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6536818;Rimac Seguros y Reasegrs;36;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DESARROLLO Y QA;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6540113;Rimac Seguros y Reasegrs;31;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DE CHURN;TRIBU GESTION DE CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Otros;15/07/2020;15/09/2020;7;48;;LIDERAZGO;VIRTUAL; 650 ;UTEC;ASISTIÓ
6538165;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;Extranjero;LEARNING;Otros;7/08/2020;9/08/2020;8;12;12;INNOVACIÓN;VIRTUAL; 15 ;Service Design Atlanta;ASISTIÓ
6538345;Rimac Seguros y Reasegrs;24;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;Extranjero;LEARNING;Otros;7/08/2020;9/08/2020;8;12;;INNOVACIÓN;VIRTUAL; 15 ;Service Design Atlanta;ASISTIÓ
6541554;Rimac Seguros y Reasegrs;45;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SR CUSTOMER EXPERIENCE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;31/07/2020;28/08/2020;7;15;15;INNOVACIÓN;VIRTUAL; 149 ;MEDU - Continuum Perú SAC;ASISTIÓ
6540539;Rimac Seguros y Reasegrs;34;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SR SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;31/07/2020;28/08/2020;7;15;;INNOVACIÓN;VIRTUAL; 149 ;MEDU - Continuum Perú SAC;ASISTIÓ
6538165;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;31/07/2020;28/08/2020;7;15;;INNOVACIÓN;VIRTUAL; 149 ;MEDU - Continuum Perú SAC;ASISTIÓ
6540504;Rimac Seguros y Reasegrs;29;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SERVICE DESIGNER;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Otros;31/07/2020;28/08/2020;7;15;;INNOVACIÓN;VIRTUAL; 149 ;MEDU - Continuum Perú SAC;ASISTIÓ
6523853;Rimac Seguros y Reasegrs;28;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE TRIBUTACION;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;Extranjero;LEARNING;Otros;1/09/2020;5/09/2020;9;15;15;OTROS;VIRTUAL; 238 ;Universidad Torcuato Di Tella;ASISTIÓ
6501438;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE PRODUCTO VIDA Y VAS;TRIBU VIDA;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;DESARROLLO;Otros;6/02/2020;Por definir;2;10;-;LIDERAZGO;PRESENCIAL; 2,638 ;Human Growth;ASISTIÓ
6536310;Rimac Seguros y Reasegrs;40;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE CANALES DIRECTOS;CANALES;DIVISION DISTRIBUCION;NACIONAL;DESARROLLO;Otros;8/04/2020;Por definir;4;10;-;LIDERAZGO;PRESENCIAL; 2,647 ;Paulina Zamora;ASISTIÓ
6500910;Rimac Seguros y Reasegrs;37;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE SINIESTROS RIESGOS PATRIMON;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;DESARROLLO;Otros;6/11/2020;Por definir;11;15;-;LIDERAZGO;PRESENCIAL; 2,638 ;Human Growth;ASISTIÓ
6536843;Rimac Seguros y Reasegrs;41;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;GTE;TRIBE LEAD;TRIBU DATA;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;DESARROLLO;Otros;17/02/2020;Por definir;2;10;-;LIDERAZGO;PRESENCIAL; 2,638 ;Human Growth;ASISTIÓ
6538380;Rimac S.A. EPS;39;Femenino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE PRODUCTOS SALUD COLECTIVO;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;DESARROLLO;Otros;4/02/2020;Por definir;2;10;-;LIDERAZGO;PRESENCIAL; 3,097 ;Human Growth;ASISTIÓ
6504667;Rimac S.A. EPS;34;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE DE SEGMENTO;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;DESARROLLO;Otros;12/02/2020;Por definir;2;8;-;LIDERAZGO;PRESENCIAL; 1,529 ;Training & Mentoring;ASISTIÓ
6533046;Rimac Seguros y Reasegrs;38;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;TRIBE LEAD;TRIBU DIGITAL;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;DESARROLLO;Otros;18/11/2019;Por definir;11;10;-;LIDERAZGO;PRESENCIAL; 776 ;Human Growth ;ASISTIÓ
6521258;Rimac Seguros y Reasegrs;33;Femenino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE SR ESTRUCTURAS Y ORGANIZACION;GESTION ESTRUCTURAS Y ORGANIZACION;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;DESARROLLO;Otros;12/12/2019;Por definir;12;8;-;LIDERAZGO;PRESENCIAL; 450 ;Training & Mentoring;ASISTIÓ
6538376;Rimac Seguros y Reasegrs;46;Femenino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE SINIESTROS VEHICULARES;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;DESARROLLO;Otros;22/10/2019;Por definir;10;10;-;LIDERAZGO;PRESENCIAL; 911 ;Human Growth;ASISTIÓ
6500282;Rimac Seguros y Reasegrs;42;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE SINIESTROS RIESGOS PATRIMONIALES;SINIESTROS RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;DESARROLLO;Otros;7/11/2019;Por definir;11;10;-;LIDERAZGO;PRESENCIAL; 460 ;Patricia Bruce;ASISTIÓ
6537073;Rimac Seguros y Reasegrs;40;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;TRIBE LEAD;TRIBU EMPRESAS;DIVISION SEGUROS EMPRESAS;NACIONAL;DESARROLLO;Otros;13/12/2019;Por definir;12;10;-;LIDERAZGO;PRESENCIAL; 911 ;Human Growth;ASISTIÓ
6511772;Rimac Seguros y Reasegrs;54;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;GTE;GERENTE DE CUMPLIMIENTO;SALVAMENTOS Y RECUPEROS;DIVISION LEGAL Y REGULACION;NACIONAL;DESARROLLO;Otros;9/12/2019;Por definir;12;8;-;LIDERAZGO;PRESENCIAL; 450 ;Training & Mentoring;ASISTIÓ
6502077;Rimac Seguros y Reasegrs;43;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE GEST COMPENSACIONES Y ADMIN;BUSINESS PARTNER Y COMPENSACIONES;DIVISION GESTION Y DESARROLLO HUMANO;NACIONAL;DESARROLLO;Otros;31/10/2019;Por definir;10;8;-;LIDERAZGO;PRESENCIAL; 450 ;Training & Mentoring;ASISTIÓ
6525018;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;TRADER SR;MESA DE NEGOCIACION;DIVISION INVERSIONES;NACIONAL;DESARROLLO;Otros;10/12/2019;Por definir;12;10;-;LIDERAZGO;PRESENCIAL; 776 ;Human Growth;ASISTIÓ
6532962;Rimac Seguros y Reasegrs;43;Masculino;ACTIVO;Gerente Corporativo;GERENCIAL;VP;VICEPRESIDENTE DE CANALES;CANALES;DIVISION DISTRIBUCION;NACIONAL;DESARROLLO;Otros;20/05/2020;Por definir;5;10;-;LIDERAZGO;PRESENCIAL; 3,097 ;Training & Mentoring;ASISTIÓ
6504967;Rimac S.A. EPS;47;Masculino;ACTIVO;Gerente;GERENCIAL;GTE;GERENTE SUSCRIPCION RIESGOS HUMANOS;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;DESARROLLO;Otros;20/05/2020;Por definir;5;10;-;LIDERAZGO;PRESENCIAL; 3,097 ;Human Growth;ASISTIÓ
6502632;Rimac Seguros y Reasegrs;35;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUSCRIPTOR DE SALUD;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;4;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6523592;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;TECNICO AJUSTADOR I;SINIESTROS VEHICULARES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6533955;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA RIESGOS MERCADO Y CREDITO;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6507876;Rimac Seguros y Reasegrs;41;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION VIRTUAL;EXPERIENCIA AL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6504757;Rimac S.A. EPS;32;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ADMINISTRADOR DE CUENTAS;CORREDORES ESTRATEGICOS EB;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6500636;Rimac Seguros y Reasegrs;40;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE TESORERIA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6533930;Rimac Seguros y Reasegrs;27;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA PLANEAMIENTO FINANCIERO;FINANZAS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6539492;Rimac Seguros y Reasegrs;28;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA AUTOMATIZACION DE PROCESOS;DESARROLLO TI;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6539734;Rimac Seguros y Reasegrs;30;Masculino;ACTIVO;Jefe;ADMINISTRATIVOS;JEFE;JEFE ESTRATEGIA DE CLIENTES;DISEÑO EXPERIENCIA Y ESTRATEGIA CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6539751;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA ESTRATEGIA DE CLIENTES;DISEÑO EXPERIENCIA Y ESTRATEGIA CLIENTES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6526131;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA DE REASEGUROS;REASEGUROS Y COASEGUROS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6505032;Rimac S.A. EPS;46;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE DIGITALIZACION;SINIESTROS SALUD PROVEEDORES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6501015;Rimac Seguros y Reasegrs;36;Femenino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;GESTOR COMERCIAL;CANALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6537077;Rimac Seguros y Reasegrs;32;Femenino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6500955;Rimac Seguros y Reasegrs;37;Masculino;ACTIVO;Sub-Gerente;GERENCIAL;SGTE;SUBGERENTE DE PROCESOS;COE SERVICE DESIGN;INNOVACION Y ESTRATEGIA DIGITAL;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6502149;Rimac Seguros y Reasegrs;42;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR DE DATA;TRIBU DATA;INTELIGENCIA ARTIFICIAL Y DATA;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6536857;Rimac Seguros y Reasegrs;28;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA RIESGOS MERCADO Y CREDITO;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6504849;Rimac S.A. EPS;37;Masculino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO DE RECEPCION;SINIESTROS SALUD PROVEEDORES;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6504691;Rimac S.A. EPS;40;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE INFORMACION BIOMEDICA;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6501833;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CONTROL DE GESTION;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6501047;Rimac Seguros y Reasegrs;35;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO OPERACIONES DE COBRANZAS;COBRANZAS;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6511280;Rimac Seguros y Reasegrs;26;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUSCRIPTOR DE SALUD;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6533927;Rimac Seguros y Reasegrs;29;Masculino;ACTIVO;Empleado;ATENCION AL CLIENTE;MASIVOS FRONT;REPRESENTANTE ATENCION CONSULTAS;EXPERIENCIA AL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6538894;Rimac Seguros y Reasegrs;25;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA SR PLANIFICACION COMERCIAL;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6536852;Rimac Seguros y Reasegrs;32;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ANALISTA CONTROL DE GESTION;EXPERIENCIA AL CLIENTE;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6538383;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASESOR TECNICO EN PREVENCION DE RRLL;SUSCRIPCION RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6538378;Rimac S.A. EPS;41;Femenino;ACTIVO;Secretaria;ADMINISTRATIVOS;COLABORADOR;SECRETARIA DE DIVISION;RIESGOS HUMANOS;DIVISION SEGUROS PERSONAS Y SALUD;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6532663;Rimac Seguros y Reasegrs;29;Femenino;CESADO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE OPERACIONES INMOBILIARIAS;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6522956;Rimac Seguros y Reasegrs;26;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;SUPERVISOR PUNTOS DE VENTA;CANALES;DIVISION DISTRIBUCION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6502524;Rimac Seguros y Reasegrs;33;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;JEFE INGENIERIA SEGURIDAD DE LA INFORMAC;SEGURIDAD DE LA INFORMACION;TECNOLOGIA DE INFORMACION;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6525917;Rimac Seguros y Reasegrs;30;Femenino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;ASISTENTE DE TESORERIA;ADMINISTRACION Y CONTROL DE RIESGOS;DIVISION FINANZAS Y CONTROL DE RIESGO;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;FALTÓ
6532234;Rimac Seguros y Reasegrs;25;Masculino;ACTIVO;Empleado;ADMINISTRATIVOS;COLABORADOR;EJECUTIVO SR SINIESTROS RAMOS TECNICOS;SINIESTROS RIESGOS PATRIMONIALES;DIVISION SEGUROS EMPRESAS;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
6500654;Rimac Seguros y Reasegrs;38;Femenino;CESADO;Jefe;ADMINISTRATIVOS;JEFE;JEFE GESTION INDICADORES ESTRATEGICOS;GESTION DE INDICADORES ESTRATEGICOS;ESTRATEGIA;NACIONAL;LEARNING;Bootcamp de Agilidad;9/01/2020;9/01/2020;1;4;;AGILE;PRESENCIAL;0;Roger Beuzeville y Diego Gil;ASISTIÓ
